Milliseconds since Epoch,Speed,Watt,Ampere,Altitude,GPS Speed,Vehicle Body Temperature ,Battery Percentage,Battery Voltage,Battery Capacity,Battery Temperature,Remaining Mileage,Total Mileage,Latitude,Longitude
1710418242233,16.094,568.1375,15.05,224.5,0.4319313,24,87,37.75,6788,25,26.1,824.976,46.30749,16.338242
1710418242640,16.646,568.1375,15.05,224.5,0.4319313,24,87,37.75,6788,25,26.1,824.98,46.30749,16.338242
1710418242997,16.646,576.963,15.3,224.5,0.4319313,24,86,37.71,6784,25,26.1,824.98,46.30749,16.338242
1710418243311,17.6,408.96,10.65,224.5,0.4319313,25,86,38.4,6783,25,26.1,824.985,46.30749,16.338242
1710418243629,16.846,85.4757,2.19,224.5,0.4319313,25,86,39.03,6784,25,25.8,824.987,46.30749,16.338242
1710418243943,16.398,-63.756,-1.61,224.5,0.4319313,25,86,39.6,6784,25,25.8,824.988,46.30749,16.338242
1710418244280,15.964,-59.445,-1.5,224.5,0.4319313,25,86,39.63,6784,25,25.8,824.989,46.30749,16.338242
1710418244639,15.155,-57.889004,-1.46,224.5,0.4319313,25,86,39.65,6784,25,25.8,824.991,46.30749,16.338242
1710418245000,14.641,-53.937603,-1.36,224.5,0.4319313,25,86,39.66,6784,25,25.8,824.992,46.30749,16.338242
1710418245336,13.757,-50.3682,-1.27,224.5,0.4319313,25,86,39.66,6784,25,25.8,824.994,46.30749,16.338242
1710418245698,13.28,-50.3682,-1.27,224.5,0.4319313,25,86,39.66,6784,25,25.8,824.995,46.30749,16.338242
1710418246057,13.066,-48.4096,-1.22,224.5,0.4319313,25,86,39.68,6784,25,25.8,824.996,46.30749,16.338242
1710418246418,12.205,-44.4416,-1.12,224.5,0.4319313,25,86,39.68,6785,25,25.8,824.998,46.30749,16.338242
1710418246755,11.876,-43.637,-1.1,224.5,0.4319313,25,86,39.67,6785,25,25.8,824.998,46.30749,16.338242
1710418247138,12.413,339.52258,8.78,224.5,0.4319313,25,86,38.67,6785,25,25.8,825,46.30749,16.338242
1710418247498,13.026,563.118,14.78,224.5,0.4319313,25,86,38.1,6785,25,25.8,825.002,46.30749,16.338242
1710418247812,13.751,563.51794,14.9,224.5,0.4319313,25,86,37.82,6783,25,25.8,825.003,46.30749,16.338242
1710418248152,14.557,563.6776,14.92,228.9,0.4453908,25,86,37.78,6783,25,25.8,825.004,46.307426,16.338274
1710418248464,16.245,565.1954,14.98,228.9,0.4453908,25,86,37.73,6781,25,25.8,825.005,46.307426,16.338274
1710418248782,16.109,569.1948,15.09,228.9,0.4453908,25,86,37.72,6782,25,25.8,825.006,46.307426,16.338274
1710418249140,14.745,156.8732,4.04,228.9,0.4453908,25,86,38.83,6780,25,25.8,825.008,46.307426,16.338274
1710418249499,14.968,-22.7766,-0.58,228.9,0.4453908,25,86,39.27,6780,25,25.8,825.009,46.307426,16.338274
1710418249816,14.52,168.521,4.31,228.9,0.4453908,25,86,39.1,6780,25,25.8,825.011,46.307426,16.338274
1710418250152,14.335,-34.6632,-0.88,228.9,0.4453908,25,86,39.39,6780,25,25.8,825.012,46.307426,16.338274
1710418250467,14.271,-46.285202,-1.17,228.9,0.4453908,25,86,39.56,6780,25,25.8,825.013,46.307426,16.338274
1710418250849,13.144,-42.746403,-1.08,228.9,0.4453908,25,86,39.58,6780,25,25.8,825.015,46.307426,16.338274
1710418251390,12.064,-42.757202,-1.08,223.09999,5.839019,25,86,39.59,6780,25,25.8,825.016,46.30723,16.338242
1710418251728,10.087,-122.7072,-3.08,223.09999,5.839019,25,86,39.84,6781,25,25.8,825.018,46.30723,16.338242
1710418252289,8.876,-122.6764,-3.08,223.09999,5.839019,26,86,39.83,6781,25,25.8,825.019,46.30723,16.338242
1710418252808,8.061,-60.7104,-1.53,223.09999,5.839019,26,86,39.68,6781,25,25.8,825.021,46.30723,16.338242
1710418253392,6.625,-20.196,-0.51,223.09999,5.839019,26,86,39.6,6781,25,25.8,825.021,46.30723,16.338242
1710418253911,8.301,33.549503,0.85,223.09999,5.839019,26,86,39.47,6781,25,25.8,825.023,46.30723,16.338242
1710418254271,7.53,412.4421,10.71,223.09999,5.839019,26,86,38.51,6780,25,25.8,825.023,46.30723,16.338242
1710418254586,7.221,254.40599,6.54,223.09999,5.839019,26,86,38.9,6780,25,25.8,825.024,46.30723,16.338242
1710418254901,7.732,64.779,1.65,223.09999,5.839019,26,86,39.26,6780,25,25.8,825.025,46.30723,16.338242
1710418255216,8.564,101.815994,2.6,223.09999,6.879271,26,86,39.16,6780,25,25.8,825.025,46.307083,16.338257
1710418255531,8.145,193.05,4.95,223.09999,6.879271,26,86,39,6780,25,25.8,825.026,46.307083,16.338257
1710418255912,8.145,124.66521,3.19,223.09999,6.879271,26,86,39.08,6779,25,25.8,825.026,46.307083,16.338257
1710418256499,11.757,376.8171,9.79,223.09999,6.879271,26,86,38.49,6779,25,25.8,825.028,46.307083,16.338257
1710418256813,11.775,562.086,14.87,223.09999,6.879271,26,86,37.8,6777,25,25.8,825.03,46.307083,16.338257
1710418257150,11.775,558.7813,14.81,223.09999,6.879271,26,86,37.73,6776,25,25.8,825.03,46.307083,16.338257
1710418257601,12.532,558.7813,14.81,223.09999,6.879271,26,86,37.73,6776,25,25.8,825.032,46.307083,16.338257
1710418257937,14.52,558.7813,14.81,223.09999,6.879271,26,86,37.73,6776,25,25.8,825.034,46.307083,16.338257
1710418258410,15.381,563.6205,14.97,223.09999,6.879271,26,86,37.65,6773,25,25.8,825.036,46.307083,16.338257
1710418258747,15.993,565.50397,15.04,223.09999,6.879271,26,86,37.6,6771,25,25.8,825.037,46.307083,16.338257
1710418259107,16.794,574.5982,15.29,223.09999,6.879271,26,86,37.58,6771,25,25.8,825.039,46.307083,16.338257
1710418259423,17.487,575.4882,15.33,223.09999,6.879271,26,86,37.54,6769,25,25.8,825.04,46.307083,16.338257
1710418259761,17.773,575.4882,15.33,223.09999,6.879271,26,86,37.54,6768,25,25.8,825.042,46.307083,16.338257
1710418260141,18.348,577.875,15.41,223.09999,6.3081164,26,86,37.5,6767,25,25.8,825.044,46.307076,16.338415
1710418260459,18.814,579.5954,15.46,223.09999,6.3081164,26,86,37.49,6766,25,25.8,825.045,46.307076,16.338415
1710418260819,19.686,574.3468,15.32,223.09999,6.3081164,27,86,37.49,6765,25,25.8,825.048,46.307076,16.338415
1710418261135,20.01,560.1736,14.93,223.09999,6.3081164,27,86,37.52,6764,25,25.8,825.049,46.307076,16.338415
1710418261493,20.333,549.8784,14.64,223.09999,6.3081164,27,86,37.56,6764,25,25.8,825.052,46.307076,16.338415
1710418262059,20.709,528.8913,14.07,223.09999,6.3081164,27,86,37.59,6762,25,25.8,825.053,46.307076,16.338415
1710418262437,21.458,515.7702,13.71,223.09999,6.3081164,27,86,37.62,6760,25,25.8,825.057,46.307076,16.338415
1710418262752,21.715,511.63202,13.6,223.09999,6.3081164,27,86,37.62,6760,25,25.8,825.058,46.307076,16.338415
1710418263135,22.047,512.62427,13.63,223.09999,6.3081164,27,86,37.61,6758,25,25.8,825.061,46.307076,16.338415
1710418263494,22.616,504.6183,13.41,223.09999,6.3081164,27,86,37.63,6757,25,25.8,825.064,46.307076,16.338415
1710418263856,22.689,500.47903,13.3,223.09999,6.3081164,27,86,37.63,6756,25,25.8,825.065,46.307076,16.338415
1710418264214,23.804,500.346,13.3,223.09999,6.3081164,27,86,37.62,6756,25,25.8,825.068,46.307076,16.338415
1710418264529,23.46,496.4716,13.19,223.09999,6.3081164,27,86,37.64,6755,25,25.8,825.07,46.307076,16.338415
1710418264845,23.107,476.9022,12.66,223.09999,6.3081164,27,86,37.67,6754,25,25.8,825.071,46.307076,16.338415
1710418265182,23.61,500.5891,13.31,222.59999,10.94093,27,86,37.61,6752,25,25.8,825.074,46.30714,16.33867
1710418265497,23.876,500.5891,13.31,222.59999,10.94093,27,86,37.61,6752,25,25.8,825.076,46.30714,16.33867
1710418265834,24.217,495.71878,13.17,222.59999,10.94093,27,86,37.64,6751,25,25.8,825.078,46.30714,16.33867
1710418266195,24.269,474.01352,12.59,222.59999,10.94093,27,86,37.65,6750,25,25.8,825.08,46.30714,16.33867
1710418266509,24.321,474.768,12.6,222.59999,10.94093,27,86,37.68,6749,25,25.8,825.083,46.30714,16.33867
1710418267120,24.627,466.60217,12.38,222.59999,10.94093,27,86,37.69,6749,25,25.8,825.085,46.30714,16.33867
1710418267478,24.769,422.60403,11.18,222.59999,10.94093,27,86,37.8,6748,25,25.8,825.09,46.30714,16.33867
1710418267794,24.769,411.05096,10.86,222.59999,10.94093,27,86,37.85,6747,25,25.8,825.09,46.30714,16.33867
1710418268108,24.986,392.16153,10.35,222.59999,10.94093,27,86,37.89,6746,25,25.8,825.094,46.30714,16.33867
1710418268445,25.084,391.78262,10.34,222.59999,10.94093,27,86,37.89,6745,25,25.8,825.096,46.30714,16.33867
1710418268896,24.824,391.78262,10.34,222.59999,10.94093,27,86,37.89,6745,25,25.8,825.097,46.30714,16.33867
1710418269232,24.685,397.6759,10.49,222.59999,10.94093,27,86,37.91,6744,25,25.8,825.102,46.30714,16.33867
1710418269570,24.957,331.0671,8.71,222.59999,10.94093,27,86,38.01,6744,25,25.8,825.104,46.30714,16.33867
1710418269886,24.809,392.88602,10.35,222.59999,10.94093,28,86,37.96,6743,25,25.8,825.107,46.30714,16.33867
1710418270200,24.232,187.0992,4.88,222.59999,15.617962,27,86,38.34,6742,25,25.8,825.108,46.307247,16.338923
1710418270516,23.344,-107.305,-2.75,222.59999,15.617962,28,86,39.02,6742,25,25.8,825.111,46.307247,16.338923
1710418270829,22.746,-130.25099,-3.3,222.59999,15.617962,28,86,39.47,6742,25,25.8,825.112,46.307247,16.338923
1710418271145,22.264,-130.284,-3.3,222.59999,15.617962,28,86,39.48,6742,25,25.8,825.114,46.307247,16.338923
1710418271481,21.195,-124.425,-3.15,222.59999,15.617962,28,86,39.5,6742,25,25.8,825.116,46.307247,16.338923
1710418271865,20.778,-117.315,-2.97,222.59999,15.617962,28,86,39.5,6743,25,25.8,825.118,46.307247,16.338923
1710418272201,19.773,-114.155,-2.89,222.59999,15.617962,28,86,39.5,6744,25,25.8,825.12,46.307247,16.338923
1710418272518,18.946,-107.835,-2.73,222.59999,15.617962,27,86,39.5,6744,25,25.8,825.123,46.307247,16.338923
1710418272832,18.632,-103.49,-2.62,222.59999,15.617962,28,86,39.5,6744,25,25.8,825.124,46.307247,16.338923
1710418273170,17.906,-97.96,-2.48,222.59999,15.617962,28,86,39.5,6744,25,25.8,825.125,46.307247,16.338923
1710418273531,17.155,-90.85,-2.3,222.59999,15.617962,28,86,39.5,6744,25,25.8,825.127,46.307247,16.338923
1710418273845,16.404,-90.85,-2.3,222.59999,15.617962,27,86,39.5,6744,25,25.8,825.128,46.307247,16.338923
1710418274432,13.104,-196.4144,-4.94,222.59999,15.617962,28,86,39.76,6745,26,25.8,825.131,46.307247,16.338923
1710418274746,12.069,-166.11319,-4.18,222.59999,15.617962,28,86,39.74,6746,26,25.8,825.132,46.307247,16.338923
1710418275197,11.688,-166.11319,-4.18,222.59999,15.948063,27,86,39.74,6746,26,25.8,825.133,46.307316,16.339203
1710418275533,11.685,-59.645,-1.51,222.59999,15.948063,27,86,39.5,6746,26,25.8,825.135,46.307316,16.339203
1710418275847,13.011,-21.5325,-0.55,222.59999,15.948063,27,86,39.15,6746,26,25.8,825.136,46.307316,16.339203
1710418276208,10.489,402.7432,10.51,222.59999,15.948063,28,86,38.32,6746,26,25.8,825.137,46.307316,16.339203
1710418276523,10.185,156.97801,4.05,222.59999,15.948063,28,86,38.76,6746,26,25.8,825.138,46.307316,16.339203
1710418276839,9.226,103.6602,2.66,222.59999,15.948063,28,86,38.97,6746,26,25.8,825.139,46.307316,16.339203
1710418277380,12.306,-4.3108997,-0.11,222.59999,15.948063,28,86,39.19,6747,26,25.8,825.14,46.307316,16.339203
1710418277715,8.018,-15.732,-0.4,222.59999,15.948063,28,86,39.33,6747,26,25.8,825.141,46.307316,16.339203
1710418278054,7.498,-12.9789,-0.33,222.59999,15.948063,28,86,39.33,6747,26,25.8,825.142,46.307316,16.339203
1710418278482,7.816,-12.9789,-0.33,222.59999,15.948063,28,86,39.33,6747,26,25.8,825.142,46.307316,16.339203
1710418278817,9.44,490.365,12.82,222.59999,15.948063,27,86,38.25,6746,26,25.8,825.143,46.307316,16.339203
1710418279156,9.428,484.8524,12.82,222.59999,15.948063,27,86,37.82,6746,26,25.8,825.145,46.307316,16.339203
1710418279470,10.214,552.9489,14.71,222.59999,15.948063,27,86,37.59,6745,26,25.8,825.145,46.307316,16.339203
1710418279830,10.991,551.985,14.7,222.59999,15.948063,27,86,37.55,6744,26,25.8,825.146,46.307316,16.339203
1710418280144,10.685,560.54877,14.94,222.59999,9.878741,28,86,37.52,6743,26,25.8,825.147,46.307297,16.339334
1710418280482,11.02,556.6484,14.84,222.59999,9.878741,28,86,37.51,6742,26,25.8,825.148,46.307297,16.339334
1710418280799,12,557.1014,14.86,222.59999,9.878741,28,86,37.49,6741,26,25.8,825.15,46.307297,16.339334
1710418281136,12.543,556.281,14.85,222.59999,9.878741,28,86,37.46,6740,26,25.8,825.15,46.307297,16.339334
1710418281699,13.91,560.4768,14.97,222.59999,9.878741,28,86,37.44,6739,26,25.8,825.153,46.307297,16.339334
1710418282013,14.098,564.366,15.09,222.59999,9.878741,28,86,37.4,6737,26,25.8,825.154,46.307297,16.339334
1710418282329,15.17,563.8412,15.08,222.59999,9.878741,28,86,37.39,6736,26,25.8,825.155,46.307297,16.339334
1710418282642,15.389,567.72,15.2,222.59999,9.878741,28,86,37.35,6735,26,25.8,825.156,46.307297,16.339334
1710418282958,15.962,568.6882,15.23,222.59999,9.878741,28,86,37.34,6734,26,25.8,825.157,46.307297,16.339334
1710418283567,17.028,568.6882,15.23,222.59999,9.878741,28,86,37.34,6734,26,25.8,825.159,46.307297,16.339334
1710418283902,17.562,581.0393,15.59,222.59999,9.878741,28,86,37.27,6731,26,25.8,825.162,46.307297,16.339334
1710418284241,18.542,575.6032,15.44,222.59999,9.339187,28,86,37.28,6730,26,25.8,825.164,46.307266,16.339386
1710418284558,18.646,571.5024,15.33,222.59999,9.339187,28,86,37.28,6730,26,25.8,825.165,46.307266,16.339386
1710418285118,19.49,571.5024,15.33,222.59999,7.249205,29,86,37.28,6729,26,25.8,825.169,46.30721,16.339483
1710418285433,19.611,552.78595,14.82,222.59999,7.249205,28,86,37.3,6725,26,25.8,825.17,46.30721,16.339483
1710418285771,20.299,548.604,14.7,222.59999,7.249205,29,86,37.32,6725,26,25.8,825.173,46.30721,16.339483
1710418286084,20.573,521.8248,13.96,222.59999,7.249205,29,86,37.38,6723,26,25.8,825.174,46.30721,16.339483
1710418286400,20.7,518.2254,13.86,222.59999,7.249205,29,86,37.39,6722,26,25.8,825.176,46.30721,16.339483
1710418286985,21.062,518.5993,13.87,222.59999,7.249205,29,86,37.39,6721,26,25.8,825.178,46.30721,16.339483
1710418287526,21.417,511.4952,13.68,222.59999,7.249205,29,86,37.39,6721,26,25.8,825.18,46.30721,16.339483
1710418287863,21.888,505.4091,13.51,222.59999,7.249205,29,86,37.41,6718,26,25.8,825.184,46.30721,16.339483
1710418288290,22.038,505.4091,13.51,222.59999,7.249205,29,86,37.41,6718,26,25.8,825.188,46.30721,16.339483
1710418288628,22.405,500.038,13.37,222.59999,7.249205,29,86,37.4,6717,26,25.8,825.189,46.30721,16.339483
1710418288944,22.463,496.8048,13.28,222.59999,7.249205,29,86,37.41,6715,26,25.8,825.19,46.30721,16.339483
1710418289371,22.564,500.038,13.37,222.59999,7.249205,29,86,37.4,6715,26,25.8,825.192,46.30721,16.339483
1710418289686,23.344,499.66397,13.36,222.59999,7.249205,29,86,37.4,6713,26,25.8,825.196,46.30721,16.339483
1710418290045,23.344,499.66397,13.36,222.59999,7.249205,29,86,37.4,6713,26,25.8,825.198,46.30721,16.339483
1710418290383,23.44,502.0134,13.43,222.59999,10.447462,29,86,37.38,6712,26,25.8,825.2,46.30705,16.339663
1710418290698,23.307,500.892,13.4,222.59999,10.447462,29,86,37.38,6711,26,25.8,825.202,46.30705,16.339663
1710418291035,23.61,497.9016,13.32,222.59999,10.447462,29,86,37.38,6709,26,25.8,825.205,46.30705,16.339663
1710418291373,24.255,494.2958,13.22,222.59999,10.447462,29,86,37.39,6709,26,25.8,825.206,46.30705,16.339663
1710418291732,24.275,473.9904,12.66,222.59999,10.447462,29,86,37.44,6708,26,25.8,825.209,46.30705,16.339663
1710418292070,24.191,481.5954,12.87,222.59999,10.447462,29,86,37.42,6708,26,25.8,825.211,46.30705,16.339663
1710418292431,24.769,437.25,11.66,222.59999,10.447462,29,85,37.5,6706,26,25.5,825.214,46.30705,16.339663
1710418292745,24.688,436.5902,11.63,222.59999,10.447462,29,85,37.54,6706,26,25.5,825.215,46.30705,16.339663
1710418293104,24.882,434.1645,11.55,222.59999,10.447462,29,85,37.59,6705,26,25.5,825.218,46.30705,16.339663
1710418293465,24.515,399.31198,10.62,222.59999,10.447462,29,85,37.6,6705,26,25.5,825.222,46.30705,16.339663
1710418293781,24.772,440.8134,11.73,222.59999,10.447462,29,85,37.58,6703,26,25.5,825.223,46.30705,16.339663
1710418294119,24.757,410.59198,10.92,222.59999,10.447462,29,85,37.6,6703,26,25.5,825.226,46.30705,16.339663
1710418294615,24.963,394.73868,10.49,222.59999,10.447462,29,85,37.63,6703,26,25.5,825.229,46.30705,16.339663
1710418294953,24.963,376.62302,9.99,222.59999,10.447462,29,85,37.7,6701,26,25.5,825.229,46.30705,16.339663
1710418295288,24.89,405.3828,10.77,222.59999,14.760325,29,85,37.64,6690,26,25.5,825.234,46.306828,16.339811
1710418295648,25.09,393.37918,10.44,222.59999,14.760325,29,85,37.68,6690,26,25.5,825.235,46.306828,16.339811
1710418296009,25.107,374.6589,9.93,222.59999,14.760325,29,85,37.73,6689,26,25.5,825.238,46.306828,16.339811
1710418296369,25.139,369.5725,9.79,222.59999,14.760325,29,85,37.75,6688,26,25.5,825.242,46.306828,16.339811
1710418296728,25.231,366.175,9.7,222.59999,14.760325,29,85,37.75,6688,26,25.5,825.243,46.306828,16.339811
1710418297043,25.171,363.25122,9.62,222.59999,14.760325,29,85,37.76,6687,26,25.5,825.246,46.306828,16.339811
1710418297357,25.087,367.3075,9.73,222.59999,14.760325,29,85,37.75,6686,26,25.5,825.248,46.306828,16.339811
1710418297719,25.087,367.3075,9.73,222.59999,14.760325,29,85,37.75,6686,26,25.5,825.248,46.306828,16.339811
1710418298034,24.893,384.132,10.2,222.59999,14.760325,29,85,37.66,6685,26,25.5,825.253,46.306828,16.339811
1710418298551,25.376,396.34918,10.53,222.59999,14.760325,29,85,37.64,6684,26,25.5,825.257,46.306828,16.339811
1710418298911,25.376,396.34918,10.53,222.59999,14.760325,29,85,37.64,6684,26,25.5,825.257,46.306828,16.339811
1710418299248,24.861,371.3616,9.84,222.59999,14.760325,29,85,37.74,6683,26,25.5,825.262,46.306828,16.339811
1710418299586,24.861,371.3616,9.84,222.59999,14.760325,29,85,37.74,6683,26,25.5,825.262,46.306828,16.339811
1710418299900,24.558,416.5404,11.09,222.59999,14.760325,29,85,37.56,6682,26,25.5,825.266,46.306828,16.339811
1710418300237,24.084,311.37363,8.22,222.59999,18.119724,29,85,37.88,6681,26,25.5,825.268,46.30657,16.339987
1710418300576,23.396,42.306,1.1,222.59999,18.119724,29,85,38.46,6681,26,25.5,825.271,46.30657,16.339987
1710418300913,22.824,-127.007996,-3.24,222.59999,18.119724,29,85,39.2,6681,26,25.5,825.273,46.30657,16.339987
1710418301276,21.741,-119.620995,-3.05,222.59999,18.119724,29,85,39.22,6681,26,25.5,825.275,46.30657,16.339987
1710418301588,21.154,-117.66,-3,222.59999,18.119724,29,85,39.22,6681,26,25.5,825.276,46.30657,16.339987
1710418301925,20.073,-108.6671,-2.77,222.59999,18.119724,29,85,39.23,6682,26,25.5,825.279,46.30657,16.339987
1710418302263,19.542,-107.0979,-2.73,222.59999,18.119724,29,85,39.23,6682,26,25.5,825.28,46.30657,16.339987
1710418302577,18.707,-99.6696,-2.54,222.59999,18.119724,29,85,39.24,6682,26,25.5,825.282,46.30657,16.339987
1710418302938,17.84,-94.176,-2.4,222.59999,18.119724,29,85,39.24,6682,26,25.5,825.283,46.30657,16.339987
1710418303343,17.291,-91.0368,-2.32,222.59999,18.119724,29,85,39.24,6682,26,25.5,825.284,46.30657,16.339987
1710418303657,16.063,-82.77529,-2.11,222.59999,18.119724,29,85,39.23,6682,26,25.5,825.287,46.30657,16.339987
1710418304018,15.499,-81.99069,-2.09,222.59999,18.119724,29,85,39.23,6682,26,25.5,825.288,46.30657,16.339987
1710418304378,14.424,-75.321594,-1.92,222.59999,18.119724,29,85,39.23,6684,26,25.5,825.29,46.30657,16.339987
1710418304692,13.661,-71.7909,-1.83,230.29999,16.8738,29,85,39.23,6684,26,25.5,825.292,46.306496,16.34004
1710418305007,13.5,-69.4194,-1.77,230.29999,16.8738,29,85,39.22,6684,26,25.5,825.293,46.306496,16.34004
1710418305322,12.844,-63.9286,-1.63,230.29999,17.070955,29,85,39.22,6684,26,25.5,825.294,46.3064,16.340103
1710418305638,10.939,-114.50851,-2.91,230.29999,17.070955,29,85,39.35,6684,26,25.5,825.295,46.3064,16.340103
1710418305953,10.679,-112.5696,-2.86,230.29999,17.070955,29,85,39.36,6684,26,25.5,825.295,46.3064,16.340103
1710418306312,8.613,-78.58,-2,230.29999,17.070955,29,85,39.29,6685,26,25.5,825.297,46.3064,16.340103
1710418306651,8.157,-60.4604,-1.54,230.29999,17.070955,29,85,39.26,6670,26,25.5,825.297,46.3064,16.340103
1710418307034,7.319,-60.4604,-1.54,230.29999,17.070955,29,85,39.26,6670,26,25.5,825.298,46.3064,16.340103
1710418307348,5.267,3.91,0.1,230.29999,17.070955,29,85,39.1,6670,26,25.5,825.298,46.3064,16.340103
1710418308003,3.522,3.904,0.1,230.29999,17.070955,29,85,39.04,6657,26,25.5,825.299,46.3064,16.340103
1710418308587,2.239,-4.6896,-0.12,230.29999,17.070955,29,85,39.08,6657,26,25.5,825.299,46.3064,16.340103
1710418308946,3.268,79.724495,2.05,230.29999,17.070955,29,85,38.89,6646,26,25.5,825.299,46.3064,16.340103
1710418309282,3.883,6.2447996,0.16,230.29999,17.070955,29,85,39.03,6646,26,25.5,825.299,46.3064,16.340103
1710418309645,4.455,1.1726999,0.03,230.29999,17.070955,29,85,39.09,6634,26,25.5,825.299,46.3064,16.340103
1710418310027,4.03,0.78180003,0.02,230.29999,17.070955,29,85,39.09,6633,26,25.5,825.299,46.3064,16.340103
1710418310385,4.103,1.173,0.03,230.29999,9.212966,29,85,39.1,6633,26,25.5,825.299,46.306293,16.340145
1710418310724,5.539,0.78199995,0.02,230.29999,9.212966,29,84,39.1,6622,26,25.2,825.299,46.306293,16.340145
1710418311038,8.504,1.1732999,0.03,230.29999,9.212966,29,84,39.11,6621,26,25.2,825.299,46.306293,16.340145
1710418311377,8.504,1.1732999,0.03,230.29999,9.212966,29,84,39.11,6621,26,25.2,825.299,46.306293,16.340145
1710418311690,4.793,1.1732999,0.03,230.29999,9.212966,29,84,39.11,6608,26,25.2,825.299,46.306293,16.340145
1710418312008,6.212,0.78239995,0.02,230.29999,9.212966,29,84,39.12,6607,26,25.2,825.299,46.306293,16.340145
1710418312320,6.663,0.78239995,0.02,230.29999,9.212966,29,84,39.12,6607,26,25.2,825.299,46.306293,16.340145
1710418312658,5.834,1.1736,0.03,230.29999,9.212966,29,84,39.12,6598,26,25.2,825.299,46.306293,16.340145
1710418313198,8.605,1.1736,0.03,230.29999,9.212966,29,84,39.12,6598,26,25.2,825.299,46.306293,16.340145
1710418313512,7.55,0.7825999,0.02,230.29999,9.212966,29,84,39.13,6597,26,25.2,825.299,46.306293,16.340145
1710418313829,8.587,0.78279996,0.02,230.29999,9.212966,29,84,39.14,6593,26,25.2,825.299,46.306293,16.340145
1710418314143,9.047,0.78279996,0.02,230.29999,9.212966,29,84,39.14,6593,26,25.2,825.299,46.306293,16.340145
1710418314481,8.382,0.78279996,0.02,230.29999,9.212966,29,84,39.14,6592,26,25.2,825.299,46.306293,16.340145
1710418315132,9.995,1.1745,0.03,230.4,5.029039,29,84,39.15,6594,26,25.2,825.299,46.306168,16.340181
