Milliseconds since Epoch,Speed,Watt,Ampere,Altitude,GPS Speed,Vehicle Body Temperature ,Battery Percentage,Battery Voltage,Battery Capacity,Battery Temperature,Remaining Mileage,Total Mileage,Latitude,Longitude
1708073775314,21.403,524.0544,13.82,214.09999,15.243973,22,93,37.92,7266,21,27.9,816.554,46.28678,16.353706
1708073775652,21.77,524.0544,13.82,214.09999,15.087226,22,93,37.92,7265,21,27.9,816.557,46.2868,16.353868
1708073775967,21.853,519.8832,13.71,214.09999,15.087226,22,93,37.92,7263,21,27.9,816.558,46.2868,16.353868
1708073776282,22.128,518.7456,13.68,214.09999,13.014896,22,93,37.92,7263,21,27.9,816.56,46.286674,16.353867
1708073776643,22.33,518.7456,13.68,214.09999,13.014896,22,93,37.92,7262,21,27.9,816.563,46.286674,16.353867
1708073776956,22.466,512.055,13.5,214.09999,13.014896,22,93,37.93,7261,21,27.9,816.564,46.286674,16.353867
1708073777273,22.686,510.5378,13.46,214.09999,13.014896,22,93,37.93,7261,21,27.9,816.567,46.286674,16.353867
1708073777608,22.96,506.3655,13.35,214.09999,13.014896,22,93,37.93,7259,21,27.9,816.568,46.286674,16.353867
1708073778129,23.342,507.74884,13.39,214.09999,13.014896,22,93,37.92,7259,21,27.9,816.572,46.286674,16.353867
1708073778489,23.558,508.12796,13.4,214.09999,13.014896,22,93,37.92,7258,21,27.9,816.574,46.286674,16.353867
1708073778826,23.792,507.61493,13.39,214.09999,13.014896,22,92,37.91,7249,21,27.9,816.576,46.286674,16.353867
1708073779410,23.888,503.1984,13.27,214.09999,13.014896,23,92,37.92,7248,21,27.6,816.58,46.286674,16.353867
1708073779725,24.142,502.3075,13.25,214.09999,13.014896,23,92,37.91,7246,21,27.6,816.582,46.286674,16.353867
1708073780176,24.191,502.3075,13.25,214.09999,13.014896,23,92,37.91,7246,21,27.6,816.583,46.286674,16.353867
1708073780489,24.414,478.548,12.6,214.09999,13.014896,23,92,37.98,7245,21,27.6,816.588,46.286674,16.353867
1708073780804,24.445,464.6044,12.22,214.09999,13.014896,23,92,38.02,7244,21,27.6,816.589,46.286674,16.353867
1708073781165,24.659,449.75098,11.82,214.09999,18.366589,23,92,38.05,7243,21,27.6,816.592,46.286438,16.35403
1708073781501,24.616,439.02722,11.52,214.09999,18.366589,23,92,38.11,7242,21,27.6,816.594,46.286438,16.35403
1708073781818,24.783,439.25763,11.52,214.09999,18.366589,23,92,38.13,7242,21,27.6,816.597,46.286438,16.35403
1708073782381,24.734,435.0633,11.41,214.09999,18.366589,23,92,38.13,7242,21,27.6,816.598,46.286438,16.35403
1708073782695,24.792,427.504,11.2,214.09999,18.366589,23,92,38.17,7240,21,27.6,816.603,46.286438,16.35403
1708073783056,24.705,419.1066,10.98,214.09999,18.366589,23,92,38.17,7239,21,27.6,816.605,46.286438,16.35403
1708073783415,24.636,423.57602,11.1,214.09999,18.366589,23,92,38.16,7238,21,27.6,816.607,46.286438,16.35403
1708073783865,24.555,423.57602,11.1,214.09999,18.366589,23,92,38.16,7238,21,27.6,816.609,46.286438,16.35403
1708073784203,24.601,432.16742,11.34,214.09999,18.366589,23,92,38.11,7236,21,27.6,816.613,46.286438,16.35403
1708073784676,24.625,438.91202,11.52,214.09999,18.366589,23,92,38.1,7237,21,27.6,816.616,46.286438,16.35403
1708073785260,24.645,438.4159,11.51,214.09999,18.366589,23,92,38.09,7234,21,27.6,816.618,46.286438,16.35403
1708073785575,24.521,434.22598,11.4,214.09999,18.282763,23,92,38.09,7234,21,27.6,816.623,46.28632,16.35412
1708073785912,24.564,450.2752,11.84,214.09999,18.282763,23,92,38.03,7232,21,27.6,816.624,46.28632,16.35412
1708073786227,24.463,444.83398,11.7,214.09999,22.072033,23,92,38.02,7232,21,27.6,816.626,46.286163,16.354214
1708073786542,24.448,446.88,11.76,214.09999,22.072033,23,92,38,7230,21,27.6,816.629,46.286163,16.354214
1708073786903,24.471,461.8368,12.16,214.09999,22.072033,23,92,37.98,7230,21,27.6,816.63,46.286163,16.354214
1708073787240,24.5,454.12122,11.96,214.09999,22.072033,23,92,37.97,7230,21,27.6,816.634,46.286163,16.354214
1708073787578,24.567,457.5385,12.05,214.09999,22.072033,23,92,37.97,7229,21,27.6,816.635,46.286163,16.354214
1708073787920,24.486,457.5385,12.05,214.09999,22.072033,23,92,37.97,7229,21,27.6,816.637,46.286163,16.354214
1708073788252,24.428,463.23398,12.2,214.09999,22.072033,23,92,37.97,7226,21,27.6,816.64,46.286163,16.354214
1708073788884,24.717,452.7216,11.92,214.09999,22.072033,23,92,37.98,7226,21,27.6,816.645,46.286163,16.354214
1708073789243,24.711,410.9911,10.79,214.09999,22.072033,23,92,38.09,7212,21,27.6,816.647,46.286163,16.354214
1708073789580,24.593,422.52902,11.09,214.09999,22.072033,23,92,38.1,7212,21,27.6,816.65,46.286163,16.354214
1708073790165,24.772,422.799,11.1,214.09999,22.072033,23,92,38.09,7211,21,27.6,816.651,46.286163,16.354214
1708073790481,24.627,413.00403,10.84,214.09999,22.072033,23,92,38.1,7210,21,27.6,816.656,46.286163,16.354214
1708073790797,24.789,435.558,11.45,214.09999,22.072033,23,92,38.04,7209,21,27.6,816.657,46.286163,16.354214
1708073791131,24.483,424.14597,11.15,214.09999,22.082537,23,92,38.04,7208,21,27.6,816.661,46.2859,16.3544
1708073791470,24.399,462.868,12.2,214.09999,22.082537,23,92,37.94,7208,21,27.6,816.662,46.2859,16.3544
1708073791786,24.625,449.0668,11.83,214.09999,22.082537,23,92,37.96,7208,21,27.6,816.665,46.2859,16.3544
1708073792146,24.561,446.1475,11.75,214.09999,22.082537,23,92,37.97,7206,21,27.6,816.667,46.2859,16.3544
1708073792483,24.593,438.55353,11.55,214.09999,22.082537,23,92,37.97,7205,21,27.6,816.67,46.2859,16.3544
1708073793068,24.717,438.55353,11.55,214.09999,22.082537,23,92,37.97,7205,21,27.6,816.671,46.2859,16.3544
1708073793586,24.734,424.4148,11.16,214.09999,22.082537,23,92,38.03,7204,21,27.6,816.674,46.2859,16.3544
1708073793923,24.824,415.34372,10.91,214.09999,22.082537,23,92,38.07,7202,21,27.6,816.679,46.2859,16.3544
1708073794261,24.885,412.6788,10.84,214.09999,22.082537,23,92,38.07,7202,21,27.6,816.681,46.2859,16.3544
1708073794688,24.873,404.02878,10.61,214.09999,22.082537,23,92,38.08,7201,21,27.6,816.682,46.2859,16.3544
1708073795071,24.711,404.02878,10.61,214.09999,22.082537,23,92,38.08,7201,21,27.6,816.685,46.2859,16.3544
1708073795408,24.703,423.6542,11.14,214.09999,22.082537,23,92,38.03,7199,21,27.6,816.69,46.2859,16.3544
1708073795723,24.72,428.26,11.27,214.09999,22.082537,23,92,38,7198,21,27.6,816.691,46.2859,16.3544
1708073796107,24.627,428.26,11.27,214.09999,22.070354,23,92,38,7198,21,27.6,816.695,46.285637,16.35459
1708073796669,24.76,434.11142,11.43,214.09999,22.070354,23,92,37.98,7197,21,27.6,816.698,46.285637,16.35459
1708073796985,24.87,421.64178,11.09,214.09999,22.070354,23,92,38.02,7196,21,27.6,816.7,46.285637,16.35459
1708073797344,24.743,404.9584,10.64,214.09999,22.070354,23,92,38.06,7196,21,27.6,816.703,46.285637,16.35459
1708073797702,24.578,418.38,11.01,214.09999,22.070354,23,92,38,7194,21,27.6,816.705,46.285637,16.35459
1708073798017,24.821,437.90936,11.53,214.09999,22.070354,23,92,37.98,7193,21,27.6,816.708,46.285637,16.35459
1708073798355,24.96,402.2942,10.57,214.09999,22.070354,23,92,38.06,7192,21,27.6,816.71,46.285637,16.35459
1708073798716,24.928,395.2704,10.38,214.09999,22.070354,23,92,38.08,7192,21,27.6,816.711,46.285637,16.35459
1708073799052,24.593,420.0105,11.05,214.09999,22.070354,23,92,38.01,7178,21,27.6,816.714,46.285637,16.35459
1708073799368,24.815,414.79822,10.91,214.09999,22.070354,23,92,38.02,7177,21,27.6,816.716,46.285637,16.35459
1708073799703,24.645,431.9848,11.38,214.09999,22.070354,23,92,37.96,7176,21,27.6,816.719,46.285637,16.35459
1708073800066,24.679,432.0986,11.38,214.09999,22.070354,23,91,37.97,7175,21,27.3,816.721,46.285637,16.35459
1708073800380,24.913,413.06,10.87,214.09999,22.070354,23,91,38,7175,21,27.3,816.724,46.285637,16.35459
1708073800694,24.781,405.12598,10.65,214.09999,22.070354,23,91,38.04,7174,21,27.3,816.726,46.285637,16.35459
1708073801010,24.798,404.91296,10.65,214.09999,22.253063,23,91,38.02,7173,21,27.3,816.727,46.28538,16.354755
1708073801347,24.746,417.1302,10.98,214.09999,22.253063,23,91,37.99,7172,21,27.3,816.73,46.28538,16.354755
1708073801664,24.717,420.1694,11.06,214.09999,22.253063,23,91,37.99,7171,21,27.3,816.732,46.28538,16.354755
1708073802000,24.755,417.0204,10.98,214.09999,22.253063,23,91,37.98,7171,21,27.3,816.735,46.28538,16.354755
1708073802384,24.72,416.26083,10.96,214.09999,22.253063,23,91,37.98,7171,21,27.3,816.738,46.28538,16.354755
1708073802722,24.677,419.18878,11.04,214.09999,22.253063,23,91,37.97,7169,21,27.3,816.739,46.28538,16.354755
1708073803194,24.844,411.48642,10.84,214.09999,22.253063,23,91,37.96,7168,21,27.3,816.741,46.28538,16.354755
1708073803598,24.653,411.48642,10.84,214.09999,22.253063,23,91,37.96,7168,21,27.3,816.744,46.28538,16.354755
1708073804161,24.795,416.1512,10.96,214.09999,22.253063,23,91,37.97,7165,21,27.3,816.75,46.28538,16.354755
1708073804520,24.677,421.46704,11.1,214.09999,22.253063,23,91,37.97,7163,21,27.3,816.752,46.28538,16.354755
1708073805758,24.59,421.46704,11.1,214.09999,22.253063,23,91,37.97,7163,21,27.3,816.753,46.28538,16.354755
1708073806365,24.705,426.2208,11.24,214.09999,22.4672,24,91,37.92,7160,21,27.3,816.763,46.285126,16.354935
1708073806681,24.729,428.496,11.3,214.09999,22.4672,24,91,37.92,7158,21,27.3,816.767,46.285126,16.354935
1708073807018,24.691,418.25757,11.03,214.09999,22.4672,24,91,37.92,7157,21,27.3,816.769,46.285126,16.354935
1708073807357,24.627,418.037,11.03,214.09999,22.4672,24,91,37.9,7156,21,27.3,816.772,46.285126,16.354935
1708073807962,24.7,427.89102,11.29,214.09999,22.4672,24,91,37.9,7155,21,27.3,816.776,46.285126,16.354935
1708073808277,24.76,423.45468,11.17,214.09999,22.4672,24,91,37.91,7154,21,27.3,816.778,46.285126,16.354935
1708073808618,24.792,407.09616,10.73,214.09999,22.4672,24,91,37.94,7153,21,27.3,816.779,46.285126,16.354935
1708073808976,24.807,416.58118,10.98,214.09999,22.4672,24,91,37.94,7136,21,27.3,816.782,46.285126,16.354935
1708073809290,24.966,407.855,10.75,214.09999,22.4672,24,91,37.94,7136,21,27.3,816.785,46.285126,16.354935
1708073809899,24.997,408.1775,10.75,214.09999,22.4672,24,91,37.97,7135,21,27.3,816.787,46.285126,16.354935
1708073810257,24.994,385.72562,10.14,214.09999,22.4672,24,91,38.04,7134,21,27.3,816.792,46.285126,16.354935
1708073810662,24.994,385.72562,10.14,214.09999,22.4672,24,91,38.04,7133,21,27.3,816.792,46.285126,16.354935
1708073811004,25.101,361.18796,9.48,214.09999,22.4672,24,91,38.1,7132,21,27.3,816.796,46.285126,16.354935
1708073811360,25.202,362.045,9.5,214.09999,22.654263,24,91,38.11,7131,21,27.3,816.8,46.284863,16.355127
1708073811720,25.182,374.6088,9.84,214.09999,22.654263,24,91,38.07,7130,21,27.3,816.801,46.284863,16.355127
1708073812057,25.176,358.70917,9.41,214.09999,22.654263,24,91,38.12,7129,21,27.3,816.804,46.284863,16.355127
1708073812418,25.194,358.80328,9.41,214.09999,22.654263,24,91,38.13,7128,21,27.3,816.806,46.284863,16.355127
1708073812733,25.208,368.90482,9.68,214.09999,22.654263,24,91,38.11,7127,21,27.3,816.809,46.284863,16.355127
1708073813070,25.226,358.80328,9.41,214.09999,22.654263,24,91,38.13,7127,21,27.3,816.81,46.284863,16.355127
1708073813407,25.257,360.3285,9.45,214.09999,22.654263,24,91,38.13,7126,21,27.3,816.814,46.284863,16.355127
1708073813724,25.309,358.99622,9.42,214.09999,22.654263,24,91,38.11,7126,21,27.3,816.815,46.284863,16.355127
1708073814060,25.254,361.7588,9.49,214.09999,22.654263,24,91,38.12,7124,21,27.3,816.818,46.284863,16.355127
1708073814375,25.208,357.0907,9.37,214.09999,22.654263,24,91,38.11,7123,21,27.3,816.82,46.284863,16.355127
1708073814713,25.171,366.141,9.61,214.09999,22.654263,24,91,38.1,7123,21,27.3,816.823,46.284863,16.355127
1708073815050,25.119,362.80722,9.52,214.09999,22.654263,24,91,38.11,7122,21,27.3,816.824,46.284863,16.355127
1708073815366,25.003,387.14542,10.18,214.09999,22.654263,24,91,38.03,7121,21,27.3,816.827,46.284863,16.355127
1708073815771,25,387.14542,10.18,214.09999,22.654263,24,91,38.03,7121,21,27.3,816.831,46.284863,16.355127
1708073816312,24.963,397.65063,10.47,214.09999,22.1847,24,91,37.98,7119,21,27.3,816.832,46.284607,16.35529
1708073816626,24.997,393.19653,10.35,214.09999,22.1847,24,91,37.99,7117,21,27.3,816.836,46.284607,16.35529
1708073816987,25.078,387.6,10.2,214.09999,22.1847,24,91,38,7117,21,27.3,816.838,46.284607,16.35529
1708073817415,25.029,387.6,10.2,214.09999,22.1847,24,91,38,7117,21,27.3,816.839,46.284607,16.35529
1708073817751,25.145,367.1825,9.65,214.09999,22.1847,24,91,38.05,7115,21,27.3,816.844,46.284607,16.35529
1708073818065,25.11,373.74918,9.82,214.09999,22.1847,24,91,38.06,7114,21,27.3,816.846,46.284607,16.35529
1708073818426,25.148,373.74918,9.82,214.09999,22.1847,24,91,38.06,7114,21,27.3,816.849,46.284607,16.35529
1708073818787,25.148,373.74918,9.82,214.09999,22.1847,24,91,38.06,7114,21,27.3,816.849,46.284607,16.35529
1708073819102,25.165,357.0907,9.37,214.09999,22.1847,24,90,38.11,7095,21,27,816.854,46.284607,16.35529
1708073819415,24.934,364.9954,9.59,214.09999,22.1847,24,90,38.06,7095,21,27,816.855,46.284607,16.35529
1708073819733,25.107,385.2439,10.13,214.09999,22.1847,24,90,38.03,7094,21,27,816.857,46.284607,16.35529
1708073820158,25.113,370.03186,9.73,214.09999,22.1847,24,90,38.03,7094,21,27,816.858,46.284607,16.35529
1708073820565,24.948,371.9334,9.78,214.09999,22.1847,24,90,38.03,7093,21,27,816.864,46.284607,16.35529
1708073820902,25.049,378.8784,9.96,214.09999,22.1847,24,90,38.04,7091,21,27,816.865,46.284607,16.35529
1708073821215,25.009,384.3822,10.11,214.09999,21.821438,24,90,38.02,7090,21,27,816.869,46.284344,16.355373
1708073821688,25.194,384.2811,10.11,214.09999,21.821438,24,90,38.01,7090,21,27,816.872,46.284344,16.355373
1708073822611,25.309,366.6141,9.63,214.09999,21.821438,24,90,38.07,7088,21,27,816.873,46.284344,16.355373
1708073822971,25.113,371.368,9.76,214.09999,21.821438,24,90,38.05,7085,21,27,816.881,46.284344,16.355373
1708073823285,25.09,380.4801,10.01,214.09999,21.821438,24,90,38.01,7084,21,27,816.883,46.284344,16.355373
1708073823894,25.11,377.0592,9.92,214.09999,21.821438,24,90,38.01,7084,21,27,816.884,46.284344,16.355373
1708073824254,25.182,373.0743,9.81,214.09999,21.821438,24,90,38.03,7083,21,27,816.889,46.284344,16.355373
1708073824569,25.202,373.17242,9.81,214.09999,21.821438,24,90,38.04,7081,21,27,816.891,46.284344,16.355373
1708073824906,25.269,344.13327,9.03,214.09999,21.821438,24,90,38.11,7080,21,27,816.894,46.284344,16.355373
1708073825221,25.324,346.89203,9.1,214.09999,21.821438,24,90,38.12,7079,21,27,816.896,46.284344,16.355373
1708073825696,25.33,346.89203,9.1,214.09999,21.821438,24,90,38.12,7079,21,27,816.897,46.284344,16.355373
1708073826054,25.208,352.425,9.25,214.09999,21.764458,24,90,38.1,7078,21,27,816.902,46.284065,16.355377
1708073826391,25.205,355.95453,9.35,214.09999,21.764458,24,90,38.07,7077,21,27,816.904,46.284065,16.355377
1708073826728,25.24,357.3834,9.39,214.09999,21.764458,24,90,38.06,7076,21,27,816.906,46.284065,16.355377
1708073827089,25.107,370.31482,9.74,214.09999,21.764458,24,90,38.02,7075,21,27,816.909,46.284065,16.355377
1708073827426,25.087,375.5388,9.88,214.09999,21.764458,24,90,38.01,7075,21,27,816.911,46.284065,16.355377
1708073827810,24.963,384.35757,10.12,214.09999,21.764458,24,90,37.98,7073,21,27,816.914,46.284065,16.355377
1708073828146,25.084,383.49704,10.1,214.09999,21.764458,24,90,37.97,7073,21,27,816.917,46.284065,16.355377
1708073828463,25.084,383.49704,10.1,214.09999,21.764458,24,90,37.97,7073,21,27,816.917,46.284065,16.355377
1708073828798,25.133,378.7603,9.97,214.09999,21.764458,24,90,37.99,7052,21,27,816.921,46.284065,16.355377
1708073829159,25.263,372.1179,9.79,214.09999,21.764458,24,90,38.01,7052,21,27,816.923,46.284065,16.355377
1708073829519,25.312,359.8584,9.46,214.09999,21.764458,24,90,38.04,7052,21,27,816.926,46.284065,16.355377
1708073829879,25.382,360.0476,9.46,214.09999,21.764458,24,90,38.06,7051,21,27,816.929,46.284065,16.355377
1708073830238,25.292,351.9516,9.24,214.09999,21.764458,24,90,38.09,7049,21,27,816.931,46.284065,16.355377
1708073830553,25.306,348.0512,9.14,214.09999,21.764458,24,90,38.08,7048,21,27,816.934,46.284065,16.355377
1708073830891,25.171,366.4215,9.63,214.09999,21.764458,24,90,38.05,7048,21,27,816.936,46.284065,16.355377
1708073831230,25.171,366.3252,9.63,214.09999,22.629751,24,90,38.04,7046,21,27,816.937,46.283768,16.355307
1708073831634,25.041,371.1623,9.77,214.09999,22.629751,24,90,37.99,7045,21,27,816.941,46.283768,16.355307
1708073832151,25.136,371.1623,9.77,214.09999,22.629751,24,90,37.99,7045,21,27,816.943,46.283768,16.355307
1708073832488,25.116,366.0363,9.63,214.09999,22.629751,24,90,38.01,7043,21,27,816.947,46.283768,16.355307
1708073832825,25.119,371.92212,9.79,214.09999,22.629751,24,90,37.99,7042,21,27,816.949,46.283768,16.355307
1708073833140,25.075,381.297,10.05,214.09999,22.629751,24,90,37.94,7041,21,27,816.951,46.283768,16.355307
1708073833568,25.046,381.297,10.05,214.09999,22.629751,24,90,37.94,7041,21,27,816.955,46.283768,16.355307
1708073834156,24.977,384.15518,10.12,214.09999,22.629751,24,90,37.96,7039,21,27,816.959,46.283768,16.355307
1708073834491,25.035,385.26718,10.16,214.09999,22.629751,24,90,37.92,7037,21,27,816.96,46.283768,16.355307
1708073834829,25.015,386.02563,10.18,214.09999,22.629751,24,90,37.92,7037,21,27,816.964,46.283768,16.355307
1708073835189,25.015,386.02563,10.18,214.09999,22.629751,24,90,37.92,7037,21,27,816.964,46.283768,16.355307
1708073835503,24.96,392.9193,10.37,214.09999,22.629751,24,90,37.89,7035,21,27,816.968,46.283768,16.355307
1708073835863,24.87,393.952,10.4,214.09999,22.629751,24,90,37.88,7033,21,27,816.97,46.283768,16.355307
1708073836202,24.922,400.55878,10.58,214.09999,23.340902,24,90,37.86,7033,21,27,816.973,46.28347,16.355219
1708073836631,24.867,404.995,10.7,214.09999,23.340902,24,90,37.85,7032,21,27,816.976,46.28347,16.355219
1708073836988,24.867,404.995,10.7,214.09999,23.340902,24,90,37.85,7032,21,27,816.976,46.28347,16.355219
1708073837348,25.075,404.995,10.7,214.09999,23.340902,24,90,37.85,7030,21,27,816.981,46.28347,16.355219
1708073837709,24.885,395.36276,10.44,214.09999,23.340902,24,90,37.87,7028,21,27,816.983,46.28347,16.355219
1708073838069,24.934,400.72562,10.59,214.09999,23.340902,24,90,37.84,7027,21,27,816.985,46.28347,16.355219
